bit_index,frac_ones,zscore,pvalue,significant_bonf
0,0.49988403868066267,-0.07303574939383087,0.941777669560651,0
1,0.5042401508505511,2.6705680539216576,0.007572301999904774,0
2,0.49916810357866714,-0.5239521152165003,0.6003118456438554,0
3,0.5012049893618093,0.7589367002226506,0.4478904235589516,0
4,0.4994706113682427,-0.3334240733195943,0.738814193901578,0
5,0.500408385515927,0.2572128565608249,0.797014459717662,0
6,0.5014268284074982,0.8986572642804352,0.36883524675353474,0
7,0.4990571840558228,-0.5938123972453577,0.5526375963242725,0
8,0.49892609734700666,-0.6763745487340391,0.498802872171775,0
9,0.5008419800143187,0.5303030499463773,0.5959018323973286,0
10,0.49859333877847356,-0.8859553948206113,0.37564156387030456,0
11,0.50103356828105,0.650970809814461,0.515065330050444,0
12,0.4998033699367759,-0.12384322723298716,0.9014394048614847,0
13,0.4977463169676619,-1.4194339121319621,0.1557725514765964,0
14,0.49869417470833205,-0.8224460475216658,0.41082308110918153,0
15,0.5026368595658005,1.6607694318680593,0.0967597626443868,0
16,0.5002772988071109,0.17465070507214345,0.8613541039568204,0
17,0.5008318964213329,0.5239521152165003,0.6003118456438554,0
18,0.4987345090802755,-0.7970423086020527,0.42542646005426743,0
19,0.501164654989866,0.7335329613030724,0.46323343186052757,0
20,0.49959161448407297,-0.2572128565608249,0.797014459717662,0
21,0.4992891066944974,-0.4477408984577309,0.6543402014873914,0
22,0.4973631404341995,-1.6607694318680593,0.0967597626443868,0
23,0.5001966300632241,0.12384322723298716,0.9014394048614847,0
24,0.49890593016103496,-0.6890764181938281,0.49077517908652446,0
25,0.4990571840558228,-0.5938123972453577,0.5526375963242725,0
26,0.5006806425265451,0.42868809426806476,0.6681502260559946,0
27,0.5011041534319509,0.6954273529237401,0.4867875236861863,0
28,0.49931935747345496,-0.4286880942680298,0.6681502260560201,0
29,0.499248772322554,-0.47314463737730905,0.6361099925061624,0
30,0.5004386362948846,0.27626566075052594,0.7823440286729486,0
31,0.5000756269473939,0.04763201047425273,0.9620095203055274,0
32,0.4993496082524125,-0.4096352900783637,0.6820735053650491,0
33,0.49984370430871927,-0.09843948831340901,0.9215833197925591,0
34,0.4982605802099404,-1.0955362409072185,0.2732817773169933,0
35,0.5025763580078854,1.6226638234886572,0.10466128883846149,0
36,0.5005092214457856,0.3207222038598052,0.7484209192402527,0
37,0.5000957941333656,0.06033387993400684,0.951889718800204,0
38,0.498220245837997,-1.1209399798267965,0.2623134115220598,0
39,0.4984521684766716,-0.9748684810391697,0.32962550247325373,0
40,0.501920924463805,1.20985306604539,0.22633527944261678,0
41,0.4978572364905063,-1.3495736301031047,0.17715278748469054,0
42,0.4995008621472003,-0.31437126912989316,0.753239074723151,0
43,0.4987445926732613,-0.7906913738721757,0.4291241110378361,0
44,0.4985227536275726,-0.9304119379298905,0.352157839913378,0
45,0.5020620947656069,1.2987661522639484,0.19402419389846237,0
46,0.49814966068709604,-1.1653965229360757,0.24385852411692333,0
47,0.5004890542598138,0.30802033439998117,0.7580668594782822,0
48,0.5016990854181161,1.0701325019876053,0.284559671162262,0
49,0.5003277167720402,0.2064053787216686,0.8364742696809153,0
50,0.5002672152141251,0.1682997703422664,0.8663474545262018,0
51,0.49995462383156364,-0.028579206284551635,0.9772001962909975,0
52,0.5014469955934698,0.9113591337401894,0.36210617844916326,0
53,0.498290830988898,-1.0764834367175173,0.28171110459789706,0
54,0.49914793639269545,-0.5366539846762893,0.5915066466900061,0
55,0.4986235895574311,-0.8669025906309451,0.3859953839638035,0
56,0.5012554073267387,0.7906913738721757,0.4291241110378361,0
57,0.49912776920672375,-0.5493558541360785,0.5827612635494908,0
58,0.5011041534319509,0.6954273529237401,0.4867875236861863,0
59,0.5004487198878704,0.282616595480403,0.777470757406368,0
60,0.5021024291375503,1.3241698911835265,0.1854466279515643,0
61,0.5025158564499702,1.584558215109255,0.11306674502523117,0
62,0.49961178167004466,-0.2445109871010358,0.8068350936970814,0
63,0.5043309031874238,2.7277264664907612,0.006377246549200244,0
64,0.4987345090802755,-0.7970423086020527,0.42542646005426743,0
65,0.5005293886317572,0.3334240733195593,0.7388141939016044,0
66,0.49890593016103496,-0.6890764181938281,0.49077517908652446,0
67,0.5008621472002904,0.5430049194062014,0.5871264153449613,0
68,0.4993697754383842,-0.3969334206185746,0.6914165583123077,0
69,0.49920843795061054,-0.49854837629692217,0.6180975808673201,0
70,0.5009327323511914,0.5874614625154806,0.5568938253592239,0
71,0.4960018553811094,-2.518145620404119,0.01179745346624883,0
72,0.5000252089824646,0.0158773368247276,0.9873322503182518,0
73,0.49717155216746833,-1.781437191736073,0.07484105696470156,0
74,0.5004588034808563,0.2889675302102801,0.7726062252002324,0
75,0.500478970666828,0.3016693996701041,0.7629040976398545,0
76,0.4997529519718466,-0.15559790088247732,0.8763499796430159,0
77,0.5007512276774461,0.473144637377344,0.6361099925061375,0
78,0.5001562956912807,0.09843948831340901,0.9215833197925591,0
79,0.5022536830323381,1.4194339121319621,0.1557725514765964,0
80,0.4990269332768652,-0.6128652014350587,0.53996547427045,0
81,0.49944036058928515,-0.35247687750929535,0.7244806562882937,0
82,0.4979984067923082,-1.2606605438845462,0.20743117525580157,0
83,0.4987345090802755,-0.7970423086020527,0.42542646005426743,0
84,0.5015175807443708,0.9558156768494687,0.3391653666162626,0
85,0.500005041796493,0.00317546736497349,0.9974663478742078,0
86,0.5001865464702383,0.11749229250311011,0.9064699514339156,0
87,0.4990773512417945,-0.5811105277855686,0.5611659636905606,0
88,0.499521029333172,-0.3016693996701041,0.7629040976398545,0
89,0.4992185215435964,-0.4921974415670101,0.6225797729160281,0
90,0.49809924272216677,-1.197151196585566,0.23124762803530152,0
91,0.5035443829345272,2.2323535575587425,0.025591604726431072,0
92,0.5017595869760313,1.1082381103670074,0.2677589959886313,0
93,0.5010839862459792,0.6827254834639161,0.4947803237631514,0
94,0.5015881658952718,1.000272219958748,0.3171787872725478,0
95,0.5012251565477811,0.7716385696824746,0.44032852368941877,0
96,0.5022536830323381,1.4194339121319621,0.1557725514765964,0
97,0.5011949057688235,0.7525857654927736,0.4516988740446721,0
98,0.4987445926732613,-0.7906913738721757,0.4291241110378361,0
99,0.4994706113682427,-0.3334240733195943,0.738814193901578,0
100,0.4992185215435964,-0.4921974415670101,0.6225797729160281,0
101,0.5016385838602011,1.032026893608273,0.30205951908295603,0
102,0.4999949582035071,-0.0031754673649385277,0.9974663478742356,0
103,0.49882526141714817,-0.7398838960329844,0.4593704467546962,0
104,0.49942019340331345,-0.3651787469690844,0.7149779818833046,0
105,0.4985025864416009,-0.9431138073896795,0.3456226940418998,0
106,0.4975547287009307,-1.5401016720000107,0.12353557229787526,0
107,0.49866392392937453,-0.841498851711332,0.40006852805091797,0
108,0.49721188653941173,-1.756033452816495,0.0790826966871756,0
109,0.5003579675509978,0.22545818291136968,0.8216228531110605,0
110,0.49960169807705884,-0.2508619218309129,0.8019208651439618,0
111,0.5009024815722338,0.5684086583257796,0.5697575125984935,0
112,0.500549555817729,0.34612594277938336,0.7292480675153392,0
113,0.501436912000484,0.9050081990103124,0.36546104358146825,0
114,0.5025461072289278,1.603611019298956,0.10879982028932389,0
115,0.49916810357866714,-0.5239521152165003,0.6003118456438554,0
116,0.49764548103780337,-1.4829432594309424,0.13808948664397036,0
117,0.5015881658952718,1.000272219958748,0.3171787872725478,0
118,0.502052011172621,1.2924152175340013,0.1962133895193705,0
119,0.5002974659930827,0.1873525745319675,0.851384204168512,0
120,0.49972270119288903,-0.17465070507217842,0.8613541039567929,0
121,0.5028889493904468,1.8195428001154752,0.06882865925704795,0
122,0.5003579675509978,0.22545818291136968,0.8216228531110605,0
123,0.49897651531193593,-0.6446198750845489,0.5191735518092169,0
124,0.500962983130149,0.6065142667051817,0.5441733115660063,0
125,0.5003983019229412,0.2508619218309478,0.8019208651439347,0
126,0.4990067660908935,-0.6255670708948479,0.5315989429954502,0
127,0.5022637666253239,1.425784846861839,0.15393045622347845,0
